,Artist,Streams,Daily,As lead,Solo,As feature
497,Sigala,"3,878.1",1.407,"3,330.6",483.9,547.5
498,Juan Gabriel,"3,869.3",2.428,"3,569.0","2,892.4",300.3
499,Lyanno,"3,863.7",2.067,512.7,109.7,"3,351.0"
500,Sabrina Carpenter,"3,846.0",4.862,"2,802.2","2,670.5","1,043.9"
501,Juan Magán,"3,842.3",1.065,"2,158.5",560.2,"1,683.8"
502,Bob Dylan,"3,839.2",1.307,"3,831.8","3,599.0",7.4
503,The Game,"3,834.4",1.635,"3,199.8",502.1,634.6
504,The Cure,"3,834.1",2.575,"3,832.2","3,770.3",1.9
505,Zach Bryan,"3,814.3",27.858,"3,814.3","3,643.4",
506,Marvin Gaye,"3,797.7",2.144,"3,727.2","2,151.6",70.4
507,Bibi und Tina,"3,788.2",2.858,"3,788.2","3,441.0",
508,Blake Shelton,"3,787.8",1.308,"3,426.5","2,715.1",361.3
509,Korn,"3,784.0",2.582,"3,770.1","3,419.0",13.9
510,Zac Brown Band,"3,776.6",1.746,"3,760.8","3,158.4",15.8
511,James Blunt,"3,774.6",1.483,"3,062.9","3,032.6",711.7
512,John Williams,"3,766.8",1.833,"2,349.4","1,272.5","1,417.4"
513,Wale,"3,762.7",1.121,"2,122.3",366.5,"1,640.4"
514,Hillsong Worship,"3,744.4",1.873,"3,744.4","1,373.9",
515,Sam Hunt,"3,742.0",1.433,"3,536.4","3,535.9",205.6
516,Chase Atlantic,"3,733.2",4.385,"3,695.8","3,470.5",37.4
517,Nelly Furtado,"3,730.9",3.187,"3,291.2","1,672.5",439.7
518,Imanbek,"3,717.4",1.694,"1,003.3",4.3,"2,714.1"
519,Gzuz,"3,715.9",1.395,"1,579.6",614.6,"2,136.3"
520,Mau y Ricky,"3,715.7",1.252,"2,435.0",406.4,"1,280.8"
521,Pentatonix,"3,710.6",0.487,"3,694.7","3,283.5",15.9
522,Soda Stereo,"3,710.3",2.464,"3,710.3","3,708.7",
523,Iron Maiden,"3,708.3",1.717,"3,708.3","3,708.3",
524,Gwen Stefani,"3,698.5",1.874,"2,474.1","1,316.5","1,224.4"
525,Cosculluela,"3,682.7",1.976,"1,853.5",645.2,"1,829.2"
526,Madison Beer,"3,677.4",1.682,"2,575.0","2,246.3","1,102.3"
527,Zion,"3,672.3",2.059,348.5,263.4,"3,323.8"
528,Journey,"3,670.6",2.051,"3,670.6","3,615.8",
529,Skillet,"3,667.6",1.896,"3,667.6","3,642.4",
530,Boyce Avenue,"3,645.5",0.953,"3,645.5","2,288.2",
531,Shreya Ghoshal,"3,634.8",7.687,684.4,346.3,"2,950.4"
532,Nicki Nicole,"3,632.6",5.274,"1,311.5",644.4,"2,321.1"
533,Lil Jon,"3,625.7",1.659,682.2,14.1,"2,943.5"
534,PNL,"3,625.4",1.767,"3,625.4","3,546.8",
535,Gerardo Ortiz,"3,620.8",2.007,"2,857.3","2,677.2",763.5
536,Luan Santana,"3,608.0",3.567,"3,043.4","2,268.0",564.6
537,C. Tangana,"3,606.9",1.697,"3,173.4",965.5,433.5
538,Depeche Mode,"3,600.5",2.267,"3,600.5","2,703.7",
539,Eric Church,"3,599.7",1.640,"3,218.4","3,186.6",381.4
540,Carly Rae Jepsen,"3,590.1",2.109,"2,963.5","2,884.5",626.6
541,Central Cee,"3,578.6",7.919,"2,723.9","2,592.6",854.7
542,Tom Odell,"3,575.0",2.782,"3,528.1","3,156.5",46.8
543,Tim McGraw,"3,569.1",1.673,"3,192.0","2,387.3",377.1
544,The Doors,"3,559.3",1.817,"3,347.2","3,346.2",212.1
545,Weezer,"3,553.4",1.931,"3,532.4","3,490.9",21.0
546,A.R. Rahman,"3,539.6",5.097,"3,432.4",259.3,107.2
547,alt-J,"3,532.6",1.196,"3,531.1","3,368.1",1.6
548,Shaggy,"3,528.9",1.963,"2,350.4",457.9,"1,178.5"
549,Rudimental,"3,513.7",1.137,"3,093.2",21.9,420.5
550,Tiago PZK,"3,512.3",4.691,"1,850.2",348.1,"1,662.1"
551,Santa Fe Klan,"3,509.6",2.459,"2,016.2",782.9,"1,493.3"
552,Joey Bada$$,"3,509.2",1.830,"2,390.9","1,887.9","1,118.4"
553,bbno$,"3,505.9",1.800,"1,621.6",221.5,"1,884.3"
554,MARINA,"3,499.0",1.803,"3,287.3","3,237.5",211.8
555,Mike Posner,"3,497.0",1.295,"3,346.3",566.2,150.6
556,Pusha T,"3,492.7",1.288,"1,315.4",455.5,"2,177.3"
557,The Smiths,"3,488.8",3.111,"3,488.8","3,488.8",
558,The Black Keys,"3,478.3",1.458,"3,478.2","3,472.8",0.1
559,Gente De Zona,"3,474.2",1.130,"1,409.6",316.8,"2,064.5"
560,Gera MX,"3,473.6",2.947,"2,409.9",755.5,"1,063.7"
561,Rod Stewart,"3,469.9",1.537,"2,881.4","2,578.8",588.5
562,Birdy,"3,468.9",1.230,"3,312.2","2,882.4",156.7
563,Chief Keef,"3,456.8",2.245,"2,532.8","1,711.9",924.0
564,Noah Cyrus,"3,443.6",1.375,"2,470.9","1,357.6",972.7
565,Marco Antonio Solís,"3,429.6",2.329,"2,694.7","2,478.0",735.0
566,Joyner Lucas,"3,425.7",1.223,"2,597.4","1,254.9",828.3
567,Papa Roach,"3,425.0",1.579,"3,368.0","3,222.6",57.0
568,Skepta,"3,415.6",1.694,"1,327.3",545.7,"2,088.3"
569,SAINt JHN,"3,403.6",1.028,"3,200.3",776.9,203.3
570,Kenny Chesney,"3,399.4",1.409,"3,261.5","2,772.9",137.9
571,Rise Against,"3,396.2",1.356,"3,392.6","3,389.2",3.7
572,Yo Gotti,"3,388.7",1.010,"1,802.4",493.7,"1,586.3"
573,The Vamps,"3,381.5",0.817,"2,882.3","1,252.4",499.2
574,Ludovico Einaudi,"3,378.0",1.676,"3,327.9","2,075.3",50.1
575,Dermot Kennedy,"3,370.5",1.772,"2,553.1","2,505.7",817.4
576,Swedish House Mafia,"3,370.3",3.099,"3,191.7",733.9,178.7
577,BROCKHAMPTON,"3,364.2",0.697,"3,364.2","3,210.0",
578,Ice Cube,"3,356.4",2.298,"3,095.0","2,405.1",261.4
579,Why Don't We,"3,348.2",0.931,"3,199.4","2,943.4",148.8
580,Paul McCartney,"3,347.7",1.353,"1,857.3","1,410.9","1,490.4"
581,Jeezy,"3,345.6",1.085,"1,692.1",556.8,"1,653.5"
582,Joel Corry,"3,333.8",2.310,"2,996.2",413.5,337.6
583,"Earth, Wind & Fire","3,328.1",1.862,"3,184.3","2,741.8",143.8
584,Alex Rose,"3,321.4",1.418,"2,307.4",176.0,"1,014.0"
585,TOMORROW X TOGETHER,"3,315.0",3.327,"3,179.2","3,069.7",135.8
586,R.E.M.,"3,296.8",2.001,"3,296.8","3,291.2",
587,DJ Nelson,"3,295.6",2.101,"1,038.5",479.9,"2,257.2"
588,Baby Keem,"3,292.5",4.054,"3,179.6","2,111.2",112.9
589,Bea Miller,"3,290.1",1.005,"1,558.3","1,280.9","1,731.8"
590,Oliver Tree,"3,289.5",2.703,"2,778.3","1,885.3",511.2
591,Aitana,"3,286.9",2.079,"1,936.1",963.3,"1,350.8"
592,Os Barões Da Pisadinha,"3,284.9",0.852,"2,653.5","1,831.5",631.4
593,Eric Clapton,"3,283.3",1.308,"3,097.6","2,738.0",185.8
594,The Beach Boys,"3,281.1",1.571,"3,281.1","3,252.7",
595,Carrie Underwood,"3,279.8",1.663,"2,724.4","2,553.6",555.4
596,Keith Urban,"3,278.7",1.161,"2,830.7","2,235.5",448.0
597,Destiny's Child,"3,275.3",1.498,"3,256.6","3,025.2",18.6
598,Carlos Rivera,"3,275.2",1.634,"2,627.7","1,977.7",647.5
599,Alfredo Olivas,"3,269.7",5.147,"3,068.0","3,023.8",201.7
600,JP Cooper,"3,269.1",0.749,"1,870.1","1,552.5","1,399.0"
601,Topic,"3,265.9",1.948,"1,880.8",24.1,"1,385.1"
602,Norah Jones,"3,257.3",1.273,"2,989.6","2,930.7",267.8
603,EXO,"3,255.8",1.843,"3,255.8","3,255.8",
604,Milky Chance,"3,249.7",1.810,"3,249.7","3,047.8",
605,Gryffin,"3,246.1",2.395,"2,508.4",10.3,737.7
606,El Fantasma,"3,245.0",2.230,"3,118.7","2,203.6",126.3
607,George Michael,"3,243.0",1.870,"3,195.6","2,728.6",47.4
608,Limp Bizkit,"3,242.9",2.304,"3,241.9","3,118.7",1.0
609,Mabel,"3,233.2",0.815,"2,155.1","1,685.4","1,078.1"
610,Jorja Smith,"3,229.8",1.975,"2,206.2","1,367.9","1,023.6"
611,Yeat,"3,229.3",5.933,"3,144.7","2,798.0",84.6
612,Aminé,"3,225.5",1.127,"2,952.5","2,376.8",273.0
613,MNEK,"3,219.9",1.135,"1,086.0",93.7,"2,134.0"
614,Bradley Cooper,"3,218.1",1.065,394.5,394.5,"2,823.6"
615,Simon & Garfunkel,"3,212.8",1.483,"3,212.8","3,211.6",
616,Sido,"3,207.2",1.434,"2,153.0","1,229.7","1,054.2"
617,GIMS,"3,202.1",1.584,"2,473.8","1,281.8",728.3
618,Niska,"3,201.6",1.417,"1,998.1","1,242.6","1,203.6"
619,Liam Payne,"3,193.0",0.470,"2,350.3",424.4,842.7
620,Hillsong UNITED,"3,190.9",1.272,"3,173.0",728.9,17.9
621,Samra,"3,189.1",0.861,"1,758.0","1,033.8","1,431.2"
622,Leslie Odom Jr.,"3,185.2",1.061,"1,591.2",94.3,"1,593.9"
623,TOTO,"3,183.7",1.976,"3,181.9","3,176.1",1.8
624,Christina Perri,"3,171.0",1.490,"2,950.9","2,913.0",220.1
625,Jon Bellion,"3,160.4",0.673,"2,375.7","2,084.4",784.6
626,WILLOW,"3,158.7",1.349,"1,987.4","1,569.2","1,171.3"
627,Grupo Frontera,"3,154.4",14.908,"1,945.9",727.4,"1,208.6"
628,Olivia O'Brien,"3,152.4",0.818,"1,692.1","1,425.7","1,460.2"
629,Missy Elliott,"3,136.0",1.291,"1,352.1",816.5,"1,783.9"
630,DNCE,"3,135.7",1.071,"2,638.2","2,441.3",497.5
631,José José,"3,131.4",2.255,"3,107.1","2,838.7",24.4
632,Los Tigres Del Norte,"3,131.1",2.627,"3,086.5","2,911.8",44.6
633,Juan Luis Guerra 4.40,"3,125.3",2.590,"2,249.8","2,124.6",875.5
634,Natalia Lafourcade,"3,124.4",1.930,"2,217.6","1,491.2",906.8
635,Breaking Benjamin,"3,120.1",1.288,"3,080.4","3,010.6",39.6
636,Normani,"3,113.1",0.974,687.8,376.7,"2,425.4"
637,Cali Y El Dandee,"3,110.9",1.037,"2,017.3",712.7,"1,093.6"
638,Ha*Ash,"3,104.0",1.992,"2,544.1","1,989.4",559.8
639,Black Sabbath,"3,103.1",1.928,"3,103.1","3,102.6",
640,Booba,"3,092.3",1.175,"2,193.8","1,531.3",898.5
641,Matoma,"3,090.8",0.508,"1,822.2",75.5,"1,268.6"
642,Saweetie,"3,085.5",1.214,"1,987.3",925.7,"1,098.2"
643,Dimitri Vegas & Like Mike,"3,083.3",1.674,"2,794.8",96.3,288.5
644,Juhn,"3,081.2",1.244,514.1,128.9,"2,567.0"
645,Adam Levine,"3,077.1",1.589,385.2,370.8,"2,691.9"
646,Busta Rhymes,"3,076.9",1.314,"1,367.3",518.8,"1,709.6"
647,Years & Years,"3,072.2",0.866,"2,666.6","2,187.9",405.6
648,girl in red,"3,070.4",2.281,"3,070.4","3,070.4",
649,The Cranberries,"3,064.3",1.966,"3,064.3","3,062.2",
650,Lynyrd Skynyrd,"3,063.4",1.860,"3,063.2","3,044.8",0.1
651,Van Morrison,"3,060.2",1.559,"2,951.4","2,886.7",108.8
652,Volbeat,"3,059.2",1.238,"3,059.2","2,667.5",
653,Kodaline,"3,044.3",1.009,"2,741.5","2,673.2",302.8
654,Robbie Williams,"3,041.9",1.340,"2,976.3","2,626.8",65.6
655,Guè,"3,036.5",2.039,"1,734.0",496.6,"1,302.5"
656,Julieta Venegas,"3,031.0",2.276,"1,545.1","1,302.6","1,485.9"
657,Aya Nakamura,"3,023.2",1.619,"2,832.3","1,950.8",190.9
658,Ruth B.,"3,010.4",2.192,"2,908.0","2,648.4",102.5
659,Jimi Hendrix,"3,004.1",1.204,"3,003.4","2,977.6",0.6
660,Denzel Curry,"3,002.3",1.346,"2,054.6","1,246.3",947.7
661,Van Halen,"2,990.5",1.846,"2,990.5","2,982.0",
662,Deftones,"2,980.7",3.941,"2,980.7","2,966.3",
663,Apache 207,"2,969.1",2.169,"2,695.1","2,548.8",274.0
664,Jessie Reyez,"2,962.5",1.087,978.7,647.1,"1,983.8"
665,Sleepy Hallow,"2,945.3",2.795,"2,413.5","1,531.0",531.8
666,LUDMILLA,"2,944.6",3.057,"1,920.8",881.4,"1,023.8"
667,Shinedown,"2,942.9",1.256,"2,942.9","2,928.2",
668,Sabaton,"2,936.1",1.432,"2,921.1","2,871.6",15.0
669,Dímelo Flow,"2,934.4",0.833,817.2,0.2,"2,117.2"
670,Casper Magico,"2,933.7",0.999,479.6,35.7,"2,454.1"
671,Melendi,"2,932.5",1.544,"2,744.5","2,164.2",187.9
672,Sidhu Moose Wala,"2,925.5",5.186,"2,646.7","1,226.0",278.9
673,Rage Against The Machine,"2,924.4",1.422,"2,924.4","2,924.4",
674,Zoé,"2,922.6",1.715,"2,907.6","2,779.2",15.0
675,George Strait,"2,922.1",1.624,"2,879.1","2,806.9",42.9
676,Ella Mai,"2,920.1",1.189,"2,426.1","1,884.2",494.0
677,David Bisbal,"2,915.5",1.141,"2,030.5","1,253.3",884.9
678,Matuê,"2,909.6",2.895,"2,146.1","1,532.2",763.4
679,Bruno & Marrone,"2,909.5",1.615,"2,331.2","1,961.4",578.3
680,Wyclef Jean,"2,904.6",1.340,524.3,83.2,"2,380.2"
681,Internet Money,"2,897.9",1.022,"2,390.9",2.0,507.0
682,Nekfeu,"2,897.1",1.147,"2,244.1","1,399.6",653.0
683,ODESZA,"2,892.2",1.245,"2,562.4",979.9,329.8
684,The White Stripes,"2,890.4",1.465,"2,890.4","2,843.8",
685,Jowell & Randy,"2,889.7",1.553,887.4,293.8,"2,002.3"
686,Red Velvet,"2,879.7",1.235,"2,857.5","2,835.3",22.1
687,All Time Low,"2,878.7",1.061,"2,851.6","2,424.5",27.0
688,Jaden,"2,874.6",0.710,"2,208.7","1,605.3",665.9
689,Scorpions,"2,867.7",1.655,"2,866.7","2,827.7",1.0
690,Alan Jackson,"2,866.2",1.538,"2,649.8","2,351.0",216.4
691,Andy Grammer,"2,866.1",1.036,"2,675.2","2,488.2",190.9
692,Grey,"2,864.3",0.658,101.6,14.4,"2,762.7"
693,Ms. Lauryn Hill,"2,858.0",1.731,"1,285.5","1,109.2","1,572.5"
694,Capo Plaza,"2,855.4",1.710,"1,575.1",939.1,"1,280.3"
695,Evanescence,"2,850.1",1.858,"2,850.1","2,843.1",
696,Jasmine Thompson,"2,845.3",0.659,"1,506.2","1,380.9","1,339.1"
697,The Fray,"2,845.2",1.114,"2,840.1","2,839.2",5.0
698,Diddy,"2,844.6",1.478,"1,306.1",12.0,"1,538.5"
699,Skylar Grey,"2,841.8",0.807,575.9,356.1,"2,265.9"
700,KISS,"2,836.3",1.540,"2,835.9","2,818.1",0.4
701,Dolly Parton,"2,826.4",1.414,"2,365.0","1,737.3",461.4
702,Young Dolph,"2,824.2",1.626,"2,164.9","1,128.6",659.3
703,Dilsinho,"2,822.9",1.892,"1,967.5","1,109.1",855.5
704,Lord Huron,"2,817.5",2.206,"2,817.5","2,555.5",
705,Phoebe Bridgers,"2,814.4",3.757,"1,787.0","1,719.5","1,027.4"
706,Sublime,"2,812.1",1.398,"2,810.1","2,761.5",2.1
707,The xx,"2,811.0",0.732,"2,779.0","2,646.0",32.0
708,Leon Bridges,"2,809.3",1.584,"1,943.7","1,770.8",865.6
709,Quinn XCII,"2,808.5",0.666,"1,955.0","1,347.6",853.5
710,Rag'n'Bone Man,"2,807.6",0.923,"1,913.9","1,745.4",893.8
711,Kontra K,"2,801.9",1.811,"2,452.9","1,765.6",349.0
712,Prince,"2,791.9",1.263,"2,787.2","2,597.3",4.7
713,Ray Dalton,"2,791.7",2.059,237.7,150.8,"2,554.0"
714,Banda El Recodo,"2,788.9",1.534,"2,716.2","2,595.2",72.7
715,Hollywood Undead,"2,785.2",0.996,"2,759.3","2,676.1",25.9
716,Mon Laferte,"2,779.9",1.901,"2,352.7","1,644.1",427.2
717,A Day To Remember,"2,777.1",1.077,"2,694.2","2,686.5",82.8
718,Danna Paola,"2,772.2",1.616,"1,902.6","1,499.9",869.6
719,KYLE,"2,763.8",0.507,"2,584.6",603.7,179.2
720,Daryl Hall & John Oates,"2,759.3",1.873,"2,759.3","2,728.2",
721,Ozzy Osbourne,"2,751.9",1.478,"2,167.3","2,037.9",584.7
722,Enya,"2,750.6",1.258,"2,717.0","2,715.8",33.5
723,beabadoobee,"2,744.2",2.853,"1,199.3","1,076.5","1,544.9"
724,Chelsea Cutler,"2,738.4",0.738,965.3,741.2,"1,773.1"
725,Tinashe,"2,738.2",0.753,"1,408.8",577.7,"1,329.5"
726,Stromae,"2,735.1",1.435,"2,665.6","2,419.5",69.6
727,Jay Rock,"2,725.9",1.730,"1,379.1",247.3,"1,346.8"
728,Shania Twain,"2,721.9",2.061,"2,453.5","2,337.2",268.4
729,Powfu,"2,716.5",1.057,"2,270.3",202.3,446.1
730,Los Temerarios,"2,711.7",2.545,"2,711.7","2,711.7",
731,King Von,"2,710.1",2.896,"2,234.3","1,472.9",475.9
732,Mike WiLL Made-It,"2,709.5",0.994,"2,044.8",0.6,664.7
733,Pedro Capó,"2,707.7",1.105,"1,527.4",318.0,"1,180.3"
734,The Smashing Pumpkins,"2,705.4",1.677,"2,705.4","2,705.0",
735,Sum 41,"2,704.3",1.525,"2,695.5","2,690.9",8.8
736,Lazza,"2,703.3",2.127,"1,624.8",836.7,"1,078.5"
737,Aretha Franklin,"2,692.8",1.275,"2,614.2","2,446.1",78.6
738,Zendaya,"2,691.1",1.315,380.1,309.7,"2,311.0"
739,Charlie Brown Jr.,"2,689.5",2.140,"2,645.7","2,539.4",43.8
740,SCH,"2,689.0",1.480,"1,613.1","1,281.5","1,075.9"
741,Jay Chou,"2,688.9",1.729,"2,685.3","2,294.3",3.6
742,KEVIN ROLDAN,"2,686.3",1.155,"1,816.1",860.3,870.2
743,Rich Brian,"2,679.2",0.940,"1,486.8",961.0,"1,192.4"
744,Alemán,"2,677.0",1.970,"1,680.4",569.5,996.6
745,DMX,"2,671.2",1.204,"2,368.3","2,039.0",302.9
746,Ciara,"2,665.5",1.466,"2,136.6",987.6,528.9
747,Electric Light Orchestra,"2,665.0",1.395,"2,603.6","2,603.6",61.4
748,Los Tucanes De Tijuana,"2,663.8",3.591,"2,612.5","2,574.5",51.3
749,Goodboys,"2,663.4",1.273,110.2,91.7,"2,553.1"
750,Keane,"2,658.0",1.891,"2,658.0","2,607.5",
751,Kim Petras,"2,657.6",2.619,844.0,742.5,"1,813.6"
752,Of Monsters and Men,"2,656.9",0.898,"2,656.9","2,644.3",
753,Ezhel,"2,655.6",1.731,"1,363.9","1,271.6","1,291.7"
754,Desiigner,"2,648.7",0.423,"2,064.6","1,906.0",584.1
755,WALK THE MOON,"2,648.1",0.988,"2,543.3","2,530.5",104.8
756,Almighty,"2,644.7",1.256,330.3,158.8,"2,314.4"
757,Timmy Trumpet,"2,642.5",1.515,"1,742.7",291.6,899.8
758,Ali Gatie,"2,641.5",0.954,"2,422.0","2,233.4",219.6
759,R. Kelly,"2,638.8",0.689,"1,929.3","1,493.2",709.5
760,Elevation Worship,"2,633.4",1.967,"2,593.5","1,818.4",39.9
761,Martin Jensen,"2,631.4",0.585,"1,917.5","1,068.1",713.9
762,Ella Henderson,"2,627.6",2.522,"1,177.7",919.2,"1,449.9"
763,Tyler Childers,"2,623.1",4.092,"2,623.1","2,274.7",
764,Sting,"2,622.7",1.270,"2,146.7","1,701.7",476.0
765,Mc Don Juan,"2,621.9",3.106,"1,160.5",467.2,"1,461.3"
766,Cavetown,"2,617.5",1.342,"2,517.5","2,446.0",100.0
767,Hardwell,"2,614.6",0.846,"2,065.1",218.4,549.5
768,Miranda Lambert,"2,612.9",1.126,"1,987.0","1,802.5",625.9
769,MC Ryan SP,"2,611.0",4.488,546.4,84.4,"2,064.6"
770,Salmo,"2,607.9",0.886,"1,602.6",943.2,"1,005.3"
771,Dominic Fike,"2,607.0",3.153,"2,328.1","2,031.5",278.8
772,Nick Jonas,"2,604.1",0.645,"2,521.9","1,403.6",82.1
773,Astrid S,"2,604.1",0.744,"1,836.6","1,633.9",767.4
774,gnash,"2,603.4",0.548,"2,310.9",643.9,292.5
775,Blueface,"2,601.9",0.921,"1,563.5",821.6,"1,038.3"
776,YOASOBI,"2,600.0",3.266,"2,600.0","2,565.1",
777,Don Diablo,"2,599.0",0.818,"1,734.1",577.0,864.9
778,Kelsea Ballerini,"2,589.8",1.464,"1,803.3","1,455.1",786.6
779,Marracash,"2,589.2",1.569,"1,669.0",683.7,920.2
780,Method Man,"2,586.0",1.207,642.0,182.9,"1,944.1"
781,3 Doors Down,"2,584.5",1.334,"2,582.7","2,444.4",1.8
782,YUNGBLUD,"2,576.9",1.036,"1,714.1","1,274.5",862.9
783,Rascal Flatts,"2,567.5",1.034,"2,492.1","2,440.5",75.4
784,MC Kevinho,"2,565.2",0.552,"1,635.8","1,027.0",929.4
785,Marilyn Manson,"2,564.3",1.122,"2,496.5","2,490.9",67.8
786,MF DOOM,"2,562.8",2.609,"1,343.4",915.7,"1,219.4"
787,Jon Pardi,"2,560.0",2.094,"2,350.9","2,337.4",209.1
788,Willie Nelson,"2,559.0",1.428,"1,223.2",942.2,"1,335.8"
789,Luísa Sonza,"2,558.5",3.023,"1,558.0",844.6,"1,000.5"
790,Colbie Caillat,"2,555.4",0.987,"1,784.3","1,726.5",771.1
791,La Adictiva,"2,549.6",1.932,"2,511.0","2,127.7",38.6
792,John Newman,"2,542.6",0.985,984.7,900.6,"1,557.9"
793,Willy William,"2,541.3",0.731,303.5,270.2,"2,237.8"
794,Oh Wonder,"2,538.4",0.809,"1,470.7","1,469.4","1,067.7"
795,Sleeping At Last,"2,538.3",1.068,"2,532.4","2,528.4",5.9
796,Travis Barker,"2,535.4",0.956,100.4,,"2,435.0"
797,Axwell /\ Ingrosso,"2,530.9",0.662,"2,530.9","1,653.2",
798,Hugo & Guilherme,"2,529.4",2.817,"1,949.6","1,267.7",579.8
799,Rafa Pabön,"2,528.1",0.810,122.2,60.8,"2,405.9"
800,Bethel Music,"2,527.2",1.173,"2,527.2",291.9,
801,Stefflon Don,"2,525.3",0.688,565.2,291.1,"1,960.1"
802,La Oreja de Van Gogh,"2,522.7",1.738,"2,506.8","2,336.2",16.0
803,Bill Withers,"2,522.2",1.908,"2,005.6","1,985.6",516.6
804,BONES,"2,521.5",2.097,"2,277.8","1,930.4",243.7
805,CRO,"2,521.2",1.854,"2,164.7","1,846.6",356.5
806,PNAU,"2,514.7",1.766,725.4,55.0,"1,789.3"
807,Gabry Ponte,"2,513.0",1.652,921.9,51.6,"1,591.1"
808,Julión Álvarez y su Norteño Banda,"2,512.6",3.125,"2,444.5","2,426.6",68.1
809,Louis Tomlinson,"2,509.2",0.860,"1,977.2","1,398.1",532.0
810,The Clash,"2,496.1",1.220,"2,496.1","2,495.9",
811,LIT killah,"2,494.5",2.943,"1,254.2",530.1,"1,240.3"
812,Summer Cem,"2,493.0",1.284,"1,212.9",440.9,"1,280.1"
813,Mary J. Blige,"2,486.5",1.241,"1,840.2","1,362.3",646.3
814,Grupo Marca Registrada,"2,482.9",3.631,"2,248.8","1,379.2",234.2
815,Naps,"2,478.8",1.658,"1,626.7",857.2,852.1
816,Dadju,"2,476.4",1.276,"1,648.0",934.3,828.4
817,Tee Grizzley,"2,474.4",0.900,"2,093.1","1,045.8",381.3
818,Yung Gravy,"2,472.5",1.181,"2,414.5","1,327.8",58.1
819,Tech N9ne,"2,469.1",0.847,"2,078.3",965.0,390.9
820,Noah Kahan,"2,465.0",6.576,"2,241.8","1,754.7",223.2
821,Regard,"2,464.3",0.968,"2,280.6","1,224.9",183.7
822,Mötley Crüe,"2,463.5",1.442,"2,452.1","2,417.1",11.4
823,M83,"2,462.8",1.430,"2,447.0","2,229.4",15.8
824,Rema,"2,459.4",4.279,"2,093.7","1,017.4",365.7
825,Tears For Fears,"2,453.3",2.348,"2,453.3","2,127.6",
826,MAX,"2,452.0",0.896,"1,640.4",443.8,811.6
827,Annie Lennox,"2,450.8",1.235,746.7,740.4,"1,704.1"
828,Two Door Cinema Club,"2,448.1",1.017,"2,445.0","2,389.9",3.2
829,Dean Martin,"2,447.9",0.769,"2,439.5","2,266.6",8.4
830,(G)I-DLE,"2,445.4",3.150,"1,735.5","1,726.3",709.9
831,Wham!,"2,443.7",1.024,"2,442.7","2,441.7",1.0
832,Zac Efron,"2,442.8",0.997,"1,102.3",,"1,340.5"
833,ANAVITÓRIA,"2,440.5",1.210,"2,087.7","1,274.2",352.8
834,Tanishk Bagchi,"2,435.1",4.258,840.6,0.6,"1,594.4"
835,Conor Maynard,"2,433.5",0.611,"1,079.5",958.6,"1,354.0"
836,Beret,"2,432.8",1.120,"2,042.9","1,547.1",389.9
837,Dierks Bentley,"2,431.6",1.030,"2,253.5","1,856.9",178.2
838,Ashanti,"2,427.2",1.411,883.2,734.0,"1,544.0"
839,Nacho,"2,426.9",0.484,"1,331.2",363.3,"1,095.7"
840,Key Glock,"2,425.8",2.834,"1,745.6","1,745.1",680.2
841,Westlife,"2,422.5",1.083,"2,353.2","2,237.8",69.2
842,Ghostemane,"2,419.0",1.298,"2,280.0","1,647.3",139.1
843,Elley Duhé,"2,418.7",2.625,"1,061.2",979.1,"1,357.4"
844,Nimo,"2,407.8",0.777,"1,286.0",567.8,"1,121.8"
845,NewJeans,"2,407.4",10.716,"2,396.9","2,390.2",10.6
846,Los Bukis,"2,407.3",2.207,"2,247.1","2,245.6",160.2
847,Mother Mother,"2,406.3",1.602,"2,406.3","2,405.4",
848,Deorro,"2,405.9",0.741,"2,158.5",486.3,247.3
849,E-40,"2,404.5",0.754,789.4,199.4,"1,615.1"
850,Jubin Nautiyal,"2,403.8",3.570,918.6,357.9,"1,485.2"
851,Lofi Fruits Music,"2,402.0",1.369,"2,396.2",13.7,5.8
852,Kollegah,"2,401.4",0.655,"2,167.8","1,288.5",233.6
853,The Goo Goo Dolls,"2,399.8",1.701,"2,399.8","2,395.2",
854,Sasha Alex Sloan,"2,398.6",1.179,"1,651.6","1,510.2",747.0
855,Fergie,"2,398.5",1.116,"2,163.4",967.2,235.1
856,Taio Cruz,"2,397.9",1.165,"2,109.0","1,151.1",288.9
857,Trueno,"2,394.5",2.151,"1,626.7",633.8,767.8
858,Alice In Chains,"2,394.1",1.530,"2,389.2","2,388.7",5.0
859,keshi,"2,394.0",2.765,"2,273.2","2,244.0",120.9
860,Two Feet,"2,393.3",1.265,"2,269.6","2,221.0",123.7
861,Intocable,"2,392.7",1.694,"2,314.8","2,310.4",77.9
862,NIKI,"2,390.5",2.251,"1,876.3","1,697.4",514.1
863,Kacey Musgraves,"2,389.2",3.070,"2,164.6","2,060.2",224.7
864,Lee Brice,"2,388.8",1.287,"2,338.1","2,130.7",50.7
865,IU,"2,386.9",1.392,"2,125.1","1,604.1",261.8
866,Queens of the Stone Age,"2,382.6",1.423,"2,382.6","2,382.4",
867,Loud Luxury,"2,374.4",1.238,"2,185.7",66.6,188.7
868,thasup,"2,366.1",0.921,"1,298.7",633.0,"1,067.4"
869,Vintage Culture,"2,363.3",1.303,"1,329.1",91.1,"1,034.2"
870,Yuridia,"2,360.4",1.697,"2,136.0","1,635.0",224.4
871,Aloe Blacc,"2,360.3",0.547,968.6,933.1,"1,391.7"
