,Artist,Streams,Daily,As lead,Solo,As feature
1250,Kenshi Yonezu,"1,689.0",1.789,"1,564.1","1,489.0",124.9
1251,88rising,"1,688.6",0.697,"1,498.8",,189.9
1252,Dreamville,"1,688.2",0.978,"1,539.4",,148.7
1253,Kid Rock,"1,687.9",0.838,"1,494.6","1,276.0",193.3
1254,Tego Calderón,"1,686.0",1.502,888.5,699.8,797.5
1255,PEDRO SAMPAIO,"1,685.0",0.975,"1,324.5",454.9,360.5
1256,INNA,"1,684.7",1.264,"1,267.6",783.4,417.0
1257,Upchurch,"1,683.4",0.016,"1,625.6","1,186.2",57.8
1258,Chicago,"1,682.5",1.038,"1,682.5","1,678.9",
1259,Maggie Lindemann,"1,678.6",0.429,"1,390.1",467.0,288.5
1260,Bryce Vine,"1,677.9",0.545,"1,400.3","1,041.5",277.5
1261,MC Cabelinho,"1,677.8",2.924,"1,121.5",43.5,556.3
1262,Beéle,"1,676.6",2.541,352.7,273.4,"1,323.9"
1263,Ed Maverick,"1,676.2",1.196,"1,530.6","1,335.8",145.6
1264,JP Saxe,"1,675.9",0.732,"1,588.8",371.2,87.1
1265,Brando,"1,675.5",0.824,218.6,160.1,"1,456.8"
1266,Tems,"1,675.1",2.267,518.3,444.3,"1,156.7"
1267,James Taylor,"1,674.8",0.770,"1,500.5","1,466.9",174.3
1268,Leo Santana,"1,674.6",1.172,"1,046.5",536.9,628.2
1269,WOS,"1,674.1",1.255,"1,498.2","1,383.7",175.9
1270,Blessd,"1,672.0",2.574,"1,288.9",286.6,383.0
1271,Craig David,"1,671.5",0.512,"1,345.1",882.4,326.3
1272,Los Legendarios,"1,671.4",0.407,637.9,,"1,033.5"
1273,Juanka,"1,670.5",0.849,149.7,68.7,"1,520.8"
1274,Godsmack,"1,670.5",0.902,"1,670.5","1,670.5",
1275,Miguel Bosé,"1,669.0",0.939,"1,482.5","1,036.3",186.5
1276,Nanpa Básico,"1,668.8",1.345,"1,160.2",621.0,508.6
1277,LISA,"1,668.5",3.990,"1,322.1","1,322.1",346.4
1278,Sam Cooke,"1,667.8",0.885,"1,662.4","1,614.9",5.4
1279,Billy Currington,"1,665.8",0.729,"1,619.3","1,611.2",46.5
1280,A Tribe Called Quest,"1,665.0",0.890,"1,664.3","1,602.0",0.7
1281,Udit Narayan,"1,664.7",3.116,706.6,91.6,958.1
1282,Duke Dumont,"1,664.0",0.641,"1,639.9",806.4,24.1
1283,Shiloh Dynasty,"1,663.3",1.672,182.8,3.0,"1,480.5"
1284,Stephen Sanchez,"1,662.8",2.898,"1,662.8",993.3,
1285,Darius Rucker,"1,661.1",0.975,"1,597.3","1,552.4",63.8
1286,Caifanes,"1,660.6",1.232,"1,660.6","1,660.6",
1287,Jake Owen,"1,659.5",0.598,"1,604.3","1,564.4",55.2
1288,Bas,"1,658.5",0.629,791.6,136.4,866.9
1289,Smokepurpp,"1,656.6",0.237,"1,175.2",531.7,481.5
1290,Def Leppard,"1,655.0",1.094,"1,648.0","1,636.5",7.1
1291,Tom Misch,"1,654.6",0.676,"1,268.3",432.4,386.3
1292,Masego,"1,653.6",0.940,"1,287.8",434.3,365.8
1293,Alle Farben,"1,652.6",0.568,"1,176.0",164.6,476.6
1294,Showtek,"1,650.7",0.376,604.5,116.5,"1,046.2"
1295,NOTD,"1,649.1",0.569,"1,412.5",,236.5
1296,Thundercat,"1,648.6",1.530,"1,088.9",868.3,559.7
1297,INXS,"1,648.4",1.211,"1,629.3","1,620.6",19.1
1298,Rocío Dúrcal,"1,648.0",1.239,"1,598.0","1,237.4",50.0
1299,Petit Biscuit,"1,647.7",0.365,"1,580.2","1,243.6",67.5
1300,Soundgarden,"1,645.7",0.858,"1,645.7","1,641.1",
1301,Dillon Francis,"1,641.8",0.499,"1,156.8",98.1,485.0
1302,Cypress Hill,"1,641.3",0.938,"1,622.8","1,311.0",18.4
1303,Paloma Faith,"1,639.9",0.844,"1,188.3","1,046.0",451.6
1304,Anthony Ramos,"1,639.2",0.497,90.8,78.9,"1,548.3"
1305,Ke Personajes,"1,638.6",5.809,"1,141.5",847.8,497.2
1306,Duran Duran,"1,638.2",0.995,"1,638.2","1,605.4",
1307,Polimá Westcoast,"1,637.8",1.072,"1,040.1",49.8,597.7
1308,Valentín Elizalde,"1,637.1",1.012,"1,633.0","1,614.3",4.1
1309,SYML,"1,636.3",1.385,"1,576.2","1,496.3",60.1
1310,J Hus,"1,632.7",1.648,"1,203.6",800.7,429.1
1311,Yelawolf,"1,631.5",0.627,"1,344.0",935.7,287.5
1312,BENEE,"1,630.0",0.658,"1,394.3",637.8,235.7
1313,I Prevail,"1,627.6",1.030,"1,573.4","1,438.2",54.2
1314,Orochi,"1,627.6",1.474,"1,154.2",20.5,473.4
1315,HONNE,"1,627.3",0.467,"1,535.4",847.5,92.0
1316,Mc Livinho,"1,623.1",1.706,"1,214.5",268.2,408.6
1317,Neil Diamond,"1,622.8",0.817,"1,620.8","1,586.7",2.0
1318,W&W,"1,622.0",1.455,832.6,266.5,789.4
1319,MIKA,"1,621.8",0.739,"1,559.7","1,394.1",62.2
1320,iamjakehill,"1,619.0",0.751,950.3,849.9,668.7
1321,Xamã,"1,618.0",1.346,780.8,4.8,837.2
1322,Azet,"1,617.3",0.994,"1,246.8",498.1,370.5
1323,Headie One,"1,616.1",0.644,"1,051.4",292.2,564.7
1324,Young the Giant,"1,615.4",1.020,"1,615.4","1,607.1",
1325,Kenny Rogers,"1,611.8",0.980,"1,239.8","1,045.6",372.0
1326,The Head And The Heart,"1,608.7",0.568,"1,608.7","1,608.7",
1327,Novo Amor,"1,608.6",1.427,"1,606.3","1,263.4",2.3
1328,No Doubt,"1,607.9",0.896,"1,607.5","1,471.0",0.4
1329,Damian Marley,"1,603.5",0.733,881.1,472.2,722.4
1330,Coez,"1,603.4",0.879,"1,045.3",970.1,558.1
1331,Waylon Jennings,"1,601.1",1.010,"1,096.7",520.3,504.4
1332,Ghostface Killah,"1,600.9",1.004,270.0,60.6,"1,330.9"
1333,AP Dhillon,"1,598.4",5.799,"1,510.6",297.2,87.8
1334,London Grammar,"1,597.9",0.480,"1,341.8","1,241.1",256.1
1335,Khruangbin,"1,597.5",1.340,"1,508.5","1,083.7",89.1
1336,William Singe,"1,597.5",0.314,600.3,584.8,997.2
1337,Jack & Jack,"1,596.5",0.260,663.7,660.5,932.9
1338,GROUPLOVE,"1,595.6",0.569,"1,575.6","1,552.9",20.0
1339,Matchbox Twenty,"1,595.0",0.969,"1,595.0","1,594.4",
1340,Omar Varela,"1,593.8",0.869,26.8,2.5,"1,567.0"
1341,Emmanuel,"1,593.6",0.892,"1,547.0","1,445.2",46.6
1342,Keala Settle,"1,593.5",0.444,805.5,17.3,788.0
1343,Carpenters,"1,592.9",0.736,"1,592.9","1,528.9",
1344,YSY A,"1,592.8",1.422,"1,021.0",392.7,571.8
1345,Frédéric Chopin,"1,591.8",0.752,"1,590.3",,1.6
1346,Virlan Garcia,"1,591.6",0.984,"1,559.3","1,452.9",32.2
1347,Nicky Romero,"1,591.4",1.124,763.5,230.2,828.0
1348,The Living Tombstone,"1,591.4",1.545,"1,586.4","1,053.5",5.0
1349,"Tito ""El Bambino""","1,590.1",1.105,"1,296.3",545.0,293.9
1350,Jimmy Eat World,"1,587.7",0.984,"1,587.7","1,564.0",
1351,Jamiroquai,"1,586.5",0.800,"1,576.5","1,519.4",10.0
1352,Emilia,"1,586.0",3.947,866.0,291.8,720.0
1353,Ana Gabriel,"1,581.9",1.287,"1,545.7","1,479.8",36.2
1354,Los Fabulosos Cadillacs,"1,581.3",0.920,"1,578.4","1,578.4",2.9
1355,London Symphony Orchestra,"1,579.0",0.680,28.9,7.0,"1,550.2"
1356,Fuse ODG,"1,577.2",0.408,333.6,94.6,"1,243.6"
1357,Julio Iglesias,"1,575.8",1.035,"1,481.6","1,228.5",94.2
1358,Belinda,"1,574.8",0.762,336.5,312.6,"1,238.2"
1359,Los Auténticos Decadentes,"1,571.9",0.781,"1,531.1",920.2,40.8
1360,The Wombats,"1,571.2",0.473,"1,551.1","1,441.9",20.1
1361,Air Supply,"1,571.1",1.025,"1,570.5","1,563.4",0.6
1362,Masked Wolf,"1,569.3",0.685,"1,506.8","1,285.2",62.5
1363,Genesis,"1,568.5",0.952,"1,568.5","1,562.1",
1364,Bedoes 2115,"1,566.7",0.881,872.5,17.2,694.2
1365,Josh A,"1,565.6",0.503,"1,492.9",596.9,72.7
1366,Maite Perroni,"1,564.8",1.220,337.9,73.5,"1,226.9"
1367,American Authors,"1,564.5",0.694,"1,548.5","1,508.2",16.0
1368,Yo-Yo Ma,"1,562.7",0.690,17.7,6.6,"1,545.1"
1369,Tom Grennan,"1,562.3",1.126,937.0,910.2,625.4
1370,Agust D,"1,562.0",2.312,"1,562.0","1,049.3",
1371,Sofi Tukker,"1,561.2",0.799,"1,159.6",668.6,401.5
1372,Foals,"1,560.4",0.499,"1,541.5","1,446.4",18.9
1373,Bushido,"1,560.0",0.394,"1,370.6",786.6,189.5
1374,Kenny Loggins,"1,559.7",0.865,"1,521.7","1,474.0",37.9
1375,Mr Eazi,"1,557.7",0.429,495.6,152.2,"1,062.1"
1376,El Komander,"1,555.3",1.531,"1,525.5","1,436.2",29.8
1377,BIGBANG,"1,555.3",0.574,"1,555.3","1,550.2",
1378,Coolio,"1,552.9",1.129,"1,548.9",120.0,3.9
1379,Survivor,"1,551.4",0.877,"1,551.4","1,551.4",
1380,The Doobie Brothers,"1,550.2",1.125,"1,550.2","1,500.0",
1381,Elderbrook,"1,550.0",1.013,866.8,544.9,683.2
1382,The Kinks,"1,549.7",0.709,"1,549.7","1,549.7",
1383,The-Dream,"1,549.2",0.513,534.3,359.8,"1,014.9"
1384,Disciples,"1,548.9",0.451,380.3,285.8,"1,168.6"
1385,Ñejo,"1,548.6",1.641,527.6,158.5,"1,021.0"
1386,Okieriete Onaodowan,"1,548.0",0.469,,,"1,548.0"
1387,Ice Spice,"1,547.8",6.745,628.1,435.4,919.7
1388,Louis The Child,"1,546.9",0.346,"1,344.1",63.6,202.8
1389,Los Plebes del Rancho de Ariel Camacho,"1,546.3",0.663,"1,528.3","1,290.0",18.0
1390,Mike Bahía,"1,546.3",0.840,"1,128.1",489.6,418.2
1391,j-hope,"1,545.7",2.308,"1,441.0","1,079.2",104.7
1392,Manuel Medrano,"1,543.1",1.504,"1,372.4","1,251.5",170.7
1393,Phillipa Soo,"1,542.4",0.535,722.0,167.6,820.4
1394,Death Cab for Cutie,"1,541.7",0.487,"1,505.5","1,477.6",36.2
1395,Brett Eldredge,"1,541.1",0.301,"1,489.9","1,308.3",51.2
1396,Snow,"1,540.3",0.432,123.8,119.5,"1,416.6"
1397,BIA,"1,540.1",0.917,419.5,181.8,"1,120.6"
1398,Boyz II Men,"1,539.8",0.643,"1,358.8","1,140.6",181.0
1399,Stone Sour,"1,539.6",0.512,"1,539.6","1,527.9",
1400,HARDY,"1,539.3",2.390,"1,174.9",769.1,364.4
1401,Chris Tomlin,"1,538.0",0.630,"1,419.5","1,202.6",118.6
1402,Rusherking,"1,537.6",2.604,657.8,138.0,879.8
1403,Lacrim,"1,537.6",0.636,"1,198.7",660.0,338.9
1404,Farid Bang,"1,534.1",0.419,763.0,315.8,771.1
1405,RM,"1,531.8",1.428,"1,028.8",515.2,503.0
1406,shy martin,"1,531.5",0.334,511.1,480.4,"1,020.4"
1407,Roberto Carlos,"1,530.4",1.034,"1,504.9","1,398.8",25.5
1408,Stone Temple Pilots,"1,529.2",0.856,"1,529.2","1,529.2",
1409,Deep Purple,"1,527.7",0.700,"1,527.7","1,527.0",
1410,Duelo,"1,525.8",1.321,"1,466.8","1,466.5",59.0
1411,Sonu Nigam,"1,525.5",2.600,708.6,165.1,817.0
1412,DVBBS,"1,525.1",0.403,"1,247.0",128.2,278.1
1413,BlocBoy JB,"1,524.0",0.257,"1,197.6",119.0,326.4
1414,AWOLNATION,"1,522.5",0.365,"1,487.5","1,388.9",35.0
1415,The Chicks,"1,521.4",0.927,"1,351.7","1,351.7",169.7
1416,Franz Ferdinand,"1,515.0",0.768,"1,498.9","1,489.9",16.1
1417,Ashe,"1,514.8",1.224,"1,291.0",811.3,223.8
1418,AnnenMayKantereit,"1,514.7",1.074,"1,460.6","1,196.8",54.0
1419,Patrick Watson,"1,514.4",1.247,994.6,973.8,519.8
1420,Popcaan,"1,513.8",0.651,657.7,432.3,856.2
1421,Steely Dan,"1,513.7",0.933,"1,513.2","1,512.2",0.6
1422,Sheck Wes,"1,513.7",0.559,"1,171.5","1,171.5",342.2
1423,Far East Movement,"1,513.0",0.686,"1,229.6",6.3,283.4
1424,Pailita,"1,512.5",1.341,508.3,68.1,"1,004.2"
1425,Ariel Camacho y Los Plebes Del Rancho,"1,510.4",0.898,"1,509.7","1,287.4",0.7
1426,Fabri Fibra,"1,509.4",0.733,740.9,452.4,768.5
1427,Mrs. GREEN APPLE,"1,508.8",2.550,"1,508.8","1,308.9",
1428,Pooh Shiesty,"1,508.6",0.971,891.6,227.7,617.0
1429,Isaiah Rashad,"1,508.6",0.973,"1,351.1",715.8,157.4
1430,Sofia Carson,"1,506.8",0.746,643.3,351.7,863.5
1431,BLANCO,"1,506.4",0.878,"1,050.0",836.4,456.4
1432,Billy Idol,"1,506.2",1.201,"1,444.0","1,430.8",62.2
1433,León Larregui,"1,505.6",1.097,"1,349.4","1,291.0",156.1
1434,Antônio Carlos Jobim,"1,505.4",1.065,722.0,572.9,783.4
1435,Ovy On The Drums,"1,504.9",1.730,650.9,6.5,854.0
1436,MK,"1,504.6",0.840,917.7,261.3,586.9
1437,Asking Alexandria,"1,503.9",0.673,"1,453.7","1,390.3",50.3
1438,Dave Matthews Band,"1,503.4",0.544,"1,503.4","1,500.0",
1439,Phoenix,"1,503.2",0.578,"1,499.9","1,464.4",3.3
1440,Veronica Maggio,"1,503.0",0.675,"1,359.2","1,271.0",143.7
1441,Crookers,"1,501.4",0.739,58.0,9.8,"1,443.4"
1442,Conrad Sewell,"1,497.8",0.345,209.5,200.6,"1,288.3"
1443,Josylvio,"1,495.0",0.354,958.9,422.1,536.1
1444,Mario,"1,494.9",0.760,"1,444.9","1,370.9",50.0
1445,A R I Z O N A,"1,492.8",0.258,"1,281.5",981.8,211.3
1446,Grupo Bryndis,"1,492.1",1.150,"1,461.0","1,328.6",31.1
1447,Ana Mena,"1,489.7",0.976,602.2,162.1,887.5
1448,Roy Woods,"1,487.2",0.426,"1,339.9",750.3,147.3
1449,La Santa Grifa,"1,486.8",1.888,"1,349.6","1,222.3",137.2
1450,Pablo Chill-E,"1,486.7",1.139,421.5,152.2,"1,065.3"
1451,Kordhell,"1,486.0",2.807,"1,347.7","1,231.4",138.3
1452,Leonard Cohen,"1,485.9",0.512,"1,483.1","1,444.3",2.7
1453,Mägo de Oz,"1,485.5",0.977,"1,485.5","1,451.1",
1454,Jay Sean,"1,485.4",0.690,"1,344.5",287.9,140.9
1455,Tayc,"1,484.6",1.342,"1,171.8",905.6,312.8
1456,Yiruma,"1,484.5",0.518,"1,482.8","1,466.3",1.7
1457,Takeoff,"1,484.1",1.297,501.4,487.1,982.7
1458,Edwin Luna y La Trakalosa de Monterrey,"1,482.6",0.754,"1,444.5","1,309.4",38.2
1459,Nico & Vinz,"1,480.4",0.378,"1,290.9","1,095.9",189.6
1460,Coi Leray,"1,478.6",3.438,786.6,508.6,691.9
1461,Chalino Sanchez,"1,476.8",1.164,"1,475.0",459.4,1.7
1462,Lil Xan,"1,476.7",0.188,"1,237.4",999.0,239.3
1463,Heuss L'enfoiré,"1,476.7",1.346,849.0,350.0,627.6
1464,Smash Mouth,"1,476.3",0.704,"1,473.1","1,451.7",3.2
1465,Legião Urbana,"1,471.8",0.980,"1,471.8","1,470.2",
1466,Good Charlotte,"1,470.8",0.641,"1,427.8","1,417.7",43.0
1467,Russ Millions,"1,470.2",0.874,846.8,290.6,623.4
1468,Tony Dize,"1,469.7",1.714,873.3,288.6,596.4
1469,Alligatoah,"1,469.6",0.572,"1,315.6","1,081.0",154.0
1470,Fedez,"1,469.3",0.775,957.3,278.4,512.0
1471,José González,"1,469.1",0.561,"1,374.5","1,345.5",94.6
1472,Karan Aujla,"1,468.7",4.782,"1,195.1",699.9,273.6
1473,MERO,"1,468.2",0.738,"1,060.0",823.9,408.2
1474,Charles Ans,"1,467.4",1.106,904.6,490.8,562.8
1475,Erykah Badu,"1,467.1",0.750,"1,167.1","1,057.1",300.0
1476,Wolfgang Amadeus Mozart,"1,466.1",0.689,"1,462.2",,4.0
1477,John Coltrane,"1,466.0",0.594,727.0,610.3,739.1
1478,Omar Montes,"1,465.3",1.289,687.8,34.2,777.5
1479,Fitz and The Tantrums,"1,464.9",0.784,"1,424.3","1,405.2",40.6
1480,Cardenales De Nuevo León,"1,463.8",1.505,"1,463.6","1,451.4",0.2
1481,FISHER,"1,462.8",1.739,"1,260.0","1,144.3",202.8
1482,mike.,"1,461.8",0.692,"1,447.7","1,300.3",14.1
1483,Simply Red,"1,461.3",0.767,"1,460.5","1,398.6",0.8
1484,Babasónicos,"1,460.7",1.125,"1,454.4","1,451.8",6.3
1485,Ghali,"1,459.2",0.498,"1,058.7",815.0,400.6
1486,Smino,"1,458.8",0.749,914.2,568.5,544.6
1487,L-Gante,"1,457.7",0.723,320.6,0.7,"1,137.1"
1488,George Harrison,"1,457.3",0.739,"1,455.9","1,455.4",1.4
1489,Capital Cities,"1,457.0",0.759,"1,455.7","1,387.2",1.3
1490,FKJ,"1,456.2",0.764,984.8,600.1,471.3
1491,Famous Dex,"1,455.6",0.215,"1,320.8",585.1,134.7
1492,Zé Vaqueiro,"1,455.4",0.707,984.6,921.2,470.7
1493,Alejandra Guzman,"1,454.5",0.780,"1,169.2","1,066.6",285.3
1494,Au/Ra,"1,453.5",0.516,611.6,412.4,841.9
1495,Antonio Aguilar,"1,453.3",1.062,"1,386.5","1,363.3",66.7
1496,Davido,"1,451.3",2.149,776.6,396.8,674.6
1497,K-391,"1,449.9",0.643,605.2,122.6,844.8
1498,Los Invasores De Nuevo León,"1,449.0",1.154,"1,434.9","1,370.3",14.0
1499,Armaan Malik,"1,446.3",1.950,"1,092.9",576.9,353.4
1500,Rainbow Kitten Surprise,"1,445.2",1.120,"1,445.2","1,444.6",
1501,Ray Charles,"1,445.0",0.896,"1,359.7","1,245.1",85.3
1502,Still Woozy,"1,443.7",0.813,"1,358.6","1,205.0",85.0
1503,Sachin-Jigar,"1,442.2",3.404,765.9,7.9,676.3
1504,070 Shake,"1,442.0",1.722,443.1,285.7,998.9
1505,EDEN,"1,439.9",0.304,"1,434.2","1,327.8",5.6
1506,Jawsh 685,"1,438.8",0.342,"1,438.3",59.4,0.5
1507,Kany García,"1,438.7",1.894,"1,307.5",781.6,131.2
1508,Gavin DeGraw,"1,438.1",0.362,"1,219.9","1,218.9",218.2
1509,MONSTA X,"1,437.8",0.458,"1,379.4","1,253.0",58.4
1510,Zacari,"1,437.3",0.904,112.0,49.8,"1,325.3"
1511,Bonobo,"1,436.9",0.570,"1,371.4",900.2,65.6
1512,Vald,"1,436.4",0.340,"1,097.5",894.1,338.9
1513,N.W.A.,"1,435.8",0.639,"1,435.8","1,435.8",
1514,Iron & Wine,"1,433.5",0.402,"1,354.4","1,301.3",79.0
1515,Creed,"1,430.5",0.955,"1,430.5","1,430.5",
1516,Paolo Nutini,"1,429.3",0.689,"1,422.3","1,411.4",7.0
1517,Rvfv,"1,426.9",1.550,"1,080.9",209.6,346.0
1518,Ernia,"1,426.2",0.892,"1,056.3",650.9,369.9
1519,Sheff G,"1,425.2",1.056,"1,042.9",488.0,382.2
1520,Abel Pintos,"1,423.5",0.529,"1,045.9",933.2,377.7
1521,A Great Big World,"1,421.0",0.342,"1,400.2",357.2,20.9
1522,Janet Jackson,"1,421.0",0.599,"1,292.1","1,056.0",128.9
1523,Dirty Heads,"1,416.6",0.560,"1,400.1","1,068.5",16.5
1524,Vicetone,"1,415.8",0.559,"1,308.9",273.8,106.9
1525,Murda,"1,415.4",0.989,989.0,238.1,426.4
1526,Hamza,"1,415.0",1.185,890.0,567.6,524.9
1527,No Te Va Gustar,"1,414.3",0.826,"1,367.0",892.1,47.3
1528,Motörhead,"1,413.6",0.687,"1,174.7","1,170.0",238.9
1529,New Order,"1,413.6",0.626,"1,413.6","1,401.8",
1530,Snøw,"1,413.4",0.467,150.8,49.8,"1,262.6"
1531,Brendon Urie,"1,413.0",0.453,,,"1,413.0"
1532,Sticky Fingers,"1,412.0",0.561,"1,412.0","1,388.0",
1533,Keri Hilson,"1,411.2",0.950,641.6,271.8,769.6
1534,Tiziano Ferro,"1,411.1",0.648,"1,128.6",990.7,282.5
1535,Madlib,"1,409.5",0.871,144.5,137.0,"1,265.0"
1536,Mohit Chauhan,"1,407.1",2.223,595.7,286.2,811.4
1537,Kenia OS,"1,407.0",1.806,"1,165.2","1,056.1",241.8
1538,The Verve,"1,406.8",0.730,"1,406.8","1,406.1",
1539,SLANDER,"1,403.9",0.839,933.4,8.5,470.5
1540,Maggie Rogers,"1,403.3",1.291,"1,312.4","1,255.1",90.9
1541,Willie Colón,"1,402.2",1.142,"1,129.0",619.3,273.3
1542,Hayley Williams,"1,402.0",1.221,220.1,215.3,"1,181.9"
1543,Cults,"1,401.5",1.277,848.2,846.3,553.3
1544,Ramones,"1,400.3",0.823,"1,400.3","1,400.3",
1545,Bonnie Tyler,"1,400.3",0.803,"1,375.6","1,371.1",24.7
1546,Adriel Favela,"1,399.8",0.746,"1,235.3",438.7,164.4
1547,Conjunto Primavera,"1,398.8",1.364,"1,394.5","1,337.2",4.3
1548,Etta James,"1,398.6",0.980,"1,396.8","1,378.5",1.8
1549,Pet Shop Boys,"1,398.0",0.757,"1,370.4","1,300.0",27.6
1550,Theory of a Deadman,"1,397.2",0.471,"1,396.6","1,374.6",0.7
1551,Felipe Araújo,"1,397.0",0.445,"1,267.1",659.1,129.9
1552,Lucas & Steve,"1,394.7",0.414,925.8,391.9,468.9
1553,ROZES,"1,394.3",0.311,123.3,88.7,"1,271.0"
1554,Caetano Veloso,"1,393.1",0.696,"1,189.7",815.4,203.4
1555,Mc Davi,"1,392.9",0.958,424.0,83.7,968.9
1556,Mata,"1,392.8",1.025,"1,089.7",475.9,303.1
1557,Boston,"1,390.8",0.706,"1,390.8","1,390.8",
1558,Nine Inch Nails,"1,387.1",0.674,"1,377.8","1,366.5",9.3
1559,Baby Rasta,"1,386.7",1.366,237.0,9.1,"1,149.7"
1560,Rush,"1,386.6",0.635,"1,386.6","1,361.1",
1561,MAMAMOO,"1,386.5",0.504,"1,385.2","1,348.7",1.4
1562,FMK,"1,385.9",3.511,789.8,216.7,596.1
1563,The Wanted,"1,383.9",0.609,"1,370.3","1,349.1",13.7
1564,Amenazzy,"1,383.5",0.716,869.0,134.4,514.5
1565,Diljit Dosanjh,"1,382.9",1.853,"1,213.2",956.1,169.7
1566,Simple Minds,"1,382.8",0.779,"1,382.8","1,378.4",
1567,K CAMP,"1,380.9",0.303,"1,117.4",779.6,263.5
1568,Bacilos,"1,380.8",1.192,"1,366.7","1,318.7",14.1
1569,Heart,"1,380.6",0.887,"1,379.4","1,373.9",1.2
1570,Chet Faker,"1,380.3",0.522,"1,005.4",846.3,374.9
1571,Chuck Berry,"1,379.0",0.716,"1,379.0","1,372.4",
1572,Ángela Aguilar,"1,379.0",1.224,707.7,331.6,671.3
1573,Mobb Deep,"1,378.4",0.791,"1,238.4","1,007.9",140.0
1574,Judas Priest,"1,378.1",0.733,"1,378.1","1,378.1",
1575,KayBlack,"1,376.0",4.018,"1,016.3",87.5,359.7
1576,LEA,"1,375.0",0.659,983.2,656.1,391.7
1577,Comethazine,"1,373.0",0.381,"1,371.5","1,233.6",1.6
1578,JACKBOYS,"1,372.3",0.612,"1,372.0",35.1,0.3
1579,Sleeping With Sirens,"1,372.2",0.486,"1,367.7","1,300.4",4.5
1580,C-Kan,"1,370.4",0.975,"1,074.7",471.1,295.7
1581,Bipolar Sunshine,"1,370.0",0.313,74.6,53.9,"1,295.3"
1582,Sunidhi Chauhan,"1,369.7",2.173,294.9,52.8,"1,074.8"
1583,Modest Mouse,"1,369.4",0.558,"1,369.4","1,369.2",
1584,Sky Rompiendo,"1,369.3",1.904,222.2,,"1,147.1"
1585,James Morrison,"1,368.6",0.423,"1,325.7",979.8,42.9
1586,Dimitri Vegas,"1,368.4",0.433,518.4,2.0,850.0
1587,DeJ Loaf,"1,367.4",0.600,755.8,271.4,611.6
1588,Jamule,"1,367.3",0.555,825.5,527.0,541.8
1589,Nightwish,"1,367.1",0.626,"1,367.1","1,366.5",
1590,Catfish and the Bottlemen,"1,366.7",0.461,"1,366.7","1,366.7",
1591,Mc Kevin,"1,365.8",1.994,919.9,199.2,445.9
1592,The Piano Guys,"1,365.2",0.402,"1,246.2","1,199.0",119.0
1593,TIAGO IORC,"1,364.2",0.557,"1,063.0",941.9,301.1
1594,Freddie Gibbs,"1,362.6",0.588,"1,033.1",246.2,329.5
1595,mxmtoon,"1,362.1",0.595,889.4,862.2,472.7
1596,Neon Trees,"1,362.1",0.640,"1,349.8","1,334.0",12.3
1597,The Prodigy,"1,360.8",0.572,"1,353.9","1,177.5",6.9
1598,Lauren Alaina,"1,360.5",0.634,452.2,356.2,908.3
1599,Duncan Laurence,"1,360.5",0.722,"1,330.7","1,164.7",29.8
1600,Fleet Foxes,"1,360.4",0.506,"1,301.5","1,300.3",58.9
1601,Jimmy Buffett,"1,360.1",0.804,744.9,717.3,615.2
1602,Fred again..,"1,357.3",3.393,"1,172.7",367.0,184.6
1603,America,"1,356.6",0.876,"1,356.6",529.2,
1604,Projota,"1,356.3",0.339,"1,249.5",818.6,106.8
1605,Atif Aslam,"1,354.1",2.868,"1,177.7",277.3,176.4
1606,Luchè,"1,353.4",0.828,794.9,539.3,558.5
1607,Olivia Newton-John,"1,353.4",0.864,"1,051.5",436.8,301.9
1608,Hopsin,"1,350.3",0.303,"1,194.5","1,043.1",155.9
1609,Fugees,"1,349.4",0.751,"1,347.6",46.7,1.8
1610,Steve Miller Band,"1,349.0",0.947,"1,344.5","1,344.5",4.5
1611,In Flames,"1,348.6",0.558,"1,310.6","1,310.6",38.0
1612,Slim Jxmmi,"1,347.8",0.194,0.7,,"1,347.1"
1613,TheFatRat,"1,344.7",0.794,"1,329.3",606.2,15.5
1614,Miranda!,"1,344.6",1.629,"1,314.4","1,051.1",30.2
1615,Shankar Mahadevan,"1,343.4",2.502,633.3,364.7,710.0
1616,LiSA,"1,342.9",0.710,"1,342.9","1,289.7",
1617,Alexis y Fido,"1,342.9",0.533,"1,067.3",638.7,275.6
1618,aespa,"1,342.5",2.564,"1,336.1","1,302.8",6.4
1619,Lecrae,"1,342.4",0.650,989.0,344.9,353.4
1620,Diana Ross,"1,342.4",0.685,988.3,857.7,354.1
1621,Gloria Groove,"1,338.9",0.903,888.7,722.4,450.2
1622,Elefante,"1,338.5",0.916,"1,329.1","1,326.2",9.4
1623,LUM!X,"1,338.0",0.915,693.7,1.4,644.3
1624,Emis Killa,"1,335.9",0.649,"1,036.0",531.3,299.9
1625,Billy Talent,"1,334.0",0.648,"1,334.0","1,318.0",
1626,Chino & Nacho,"1,333.8",0.564,"1,254.2",393.9,79.6
1627,NEEDTOBREATHE,"1,330.6",0.456,"1,302.2","1,077.3",28.5
1628,Los Cadetes De Linares,"1,329.3",1.085,"1,329.3","1,059.7",
1629,Heroes Del Silencio,"1,328.7",0.840,"1,328.7","1,321.9",
1630,Little Big Town,"1,327.1",0.558,"1,186.1","1,171.9",140.9
1631,Eve,"1,326.6",0.869,729.5,229.2,597.2
1632,GAYLE,"1,326.3",0.853,"1,303.9","1,251.8",22.4
